Transaction_ID,Date,Customer_ID,Product_Category,Product_Name,Unit_Price,Quantity,Payment_Method,City,State,Store_Type,Salesperson_ID,Total_Sale
TRX-15936,2013-07-12,CUST-2044,Carnes,Coca-Cola,93.52,3,Pix,São Paulo,RS,Loja de Conveniência,EMP-284,280.56
TRX-27750,2024-11-24,CUST-7887,Frios,Leite Integral,45.41,13,Pix,Rio de Janeiro,AM,Minimercado,EMP-769,590.3299999999999
TRX-25549,2017-03-18,CUST-7439,Carnes,Batata Chips,73.06,8,Cartão de Crédito,São Paulo,RS,Loja de Conveniência,EMP-789,584.48
TRX-81361,2023-07-18,CUST-7214,Doces,Batata Chips,25.5,12,Cartão de Débito,Porto Alegre,PR,Supermercado,EMP-132,306.0
TRX-96533,2024-07-20,CUST-1256,Snacks,Batata Chips,7.66,20,Cartão de Crédito,Fortaleza,DF,Supermercado,EMP-350,153.2
TRX-15798,2023-07-15,CUST-4839,Carnes,Batata Chips,75.68,2,Cartão de Débito,Manaus,RS,Minimercado,EMP-935,151.36
TRX-85511,2023-06-19,CUST-6253,Snacks,Queijo Mussarela,87.75,17,Cartão de Débito,Salvador,RS,Hipermercado,EMP-162,1491.75
TRX-87550,2020-12-06,CUST-7999,Carnes,Leite Integral,5.64,12,Pix,Manaus,PE,Loja de Conveniência,EMP-518,67.67999999999999
TRX-49306,2014-07-06,CUST-9813,Laticínios,Batata Chips,85.08,10,Cartão de Débito,Fortaleza,SP,Loja de Conveniência,EMP-526,850.8
TRX-79467,2020-03-13,CUST-4978,Frios,Batata Chips,33.7,3,Pix,Recife,RJ,Minimercado,EMP-152,101.10000000000001
TRX-59436,2016-11-20,CUST-1647,Doces,Coca-Cola,19.63,19,Boleto,Curitiba,CE,Minimercado,EMP-990,372.96999999999997
TRX-49739,2017-01-07,CUST-4113,Grãos,Coca-Cola,74.94,16,Cartão de Débito,Brasília,PR,Loja de Conveniência,EMP-345,1199.04
TRX-52154,2020-05-13,CUST-8639,Carnes,Arroz Branco,36.57,9,Dinheiro,Manaus,CE,Loja de Conveniência,EMP-200,329.13
TRX-71537,2024-06-07,CUST-7073,Frios,Leite Integral,5.53,8,Cartão de Débito,São Paulo,RS,Loja de Conveniência,EMP-402,44.24
TRX-35715,2014-06-08,CUST-7223,Carnes,Chocolate,25.33,18,Dinheiro,Porto Alegre,CE,Loja de Conveniência,EMP-571,455.93999999999994
TRX-56160,2014-03-05,CUST-9954,Laticínios,Batata Chips,91.77,18,Cartão de Crédito,Manaus,SP,Supermercado,EMP-937,1651.86
TRX-16358,2022-01-14,CUST-3252,Doces,Arroz Branco,23.91,5,Cartão de Crédito,Curitiba,AM,Loja de Conveniência,EMP-482,119.55
TRX-90980,2012-11-22,CUST-8916,Grãos,Leite Integral,2.56,18,Boleto,Salvador,SP,Supermercado,EMP-642,46.08
TRX-46010,2023-09-10,CUST-1280,Carnes,Chocolate,70.09,14,Cartão de Débito,Rio de Janeiro,RJ,Minimercado,EMP-346,981.26
TRX-91235,2015-09-09,CUST-6807,Frios,Chocolate,40.29,12,Pix,Fortaleza,DF,Minimercado,EMP-813,483.48
TRX-49318,2015-11-27,CUST-2320,Grãos,Chocolate,65.34,2,Cartão de Crédito,Salvador,BA,Loja de Conveniência,EMP-665,130.68
TRX-17355,2019-11-01,CUST-3807,Bebidas,Leite Integral,84.69,11,Boleto,Rio de Janeiro,AM,Supermercado,EMP-335,931.5899999999999
TRX-84289,2015-08-09,CUST-1762,Bebidas,Arroz Branco,92.63,18,Boleto,São Paulo,MG,Hipermercado,EMP-116,1667.34
TRX-86943,2015-03-25,CUST-7525,Bebidas,Queijo Mussarela,17.08,8,Boleto,Salvador,AM,Hipermercado,EMP-493,136.64
TRX-28343,2024-12-24,CUST-2284,Carnes,Arroz Branco,97.46,2,Cartão de Crédito,Salvador,PR,Supermercado,EMP-448,194.92
TRX-90460,2021-10-13,CUST-6347,Bebidas,Arroz Branco,28.06,15,Pix,Curitiba,PE,Loja de Conveniência,EMP-542,420.9
TRX-99088,2014-10-22,CUST-7227,Bebidas,Chocolate,62.24,8,Cartão de Crédito,Rio de Janeiro,RS,Minimercado,EMP-489,497.92
TRX-93086,2023-03-24,CUST-7383,Frios,Queijo Mussarela,11.55,1,Dinheiro,Fortaleza,PE,Hipermercado,EMP-204,11.55
TRX-21442,2014-03-14,CUST-8353,Carnes,Filé de Frango,51.73,4,Cartão de Crédito,Rio de Janeiro,PE,Supermercado,EMP-711,206.92
TRX-52523,2021-07-01,CUST-5781,Laticínios,Leite Integral,78.14,18,Cartão de Débito,Brasília,AM,Minimercado,EMP-801,1406.52
TRX-32216,2018-03-09,CUST-5933,Frios,Leite Integral,15.45,6,Pix,Porto Alegre,BA,Hipermercado,EMP-595,92.69999999999999
TRX-20082,2024-06-09,CUST-5040,Grãos,Arroz Branco,50.08,20,Cartão de Débito,Fortaleza,RJ,Minimercado,EMP-411,1001.5999999999999
TRX-61864,2012-06-27,CUST-7224,Doces,Chocolate,33.62,11,Pix,Brasília,MG,Hipermercado,EMP-428,369.82
TRX-36326,2021-08-11,CUST-3910,Laticínios,Queijo Mussarela,29.85,16,Boleto,Curitiba,PE,Loja de Conveniência,EMP-387,477.6
TRX-61502,2024-06-04,CUST-4273,Carnes,Filé de Frango,18.81,18,Cartão de Crédito,Fortaleza,PR,Loja de Conveniência,EMP-916,338.58
TRX-19064,2016-07-22,CUST-9180,Snacks,Arroz Branco,30.98,9,Cartão de Débito,Salvador,BA,Supermercado,EMP-559,278.82
TRX-72814,2021-10-13,CUST-9755,Carnes,Chocolate,69.48,18,Cartão de Crédito,Recife,AM,Supermercado,EMP-211,1250.64
TRX-42536,2024-11-22,CUST-6816,Snacks,Arroz Branco,61.66,19,Pix,Recife,BA,Supermercado,EMP-110,1171.54
TRX-43913,2013-04-17,CUST-9499,Carnes,Filé de Frango,69.08,8,Pix,Recife,BA,Loja de Conveniência,EMP-890,552.64
TRX-87147,2022-12-17,CUST-3469,Frios,Coca-Cola,48.79,10,Pix,Rio de Janeiro,RJ,Minimercado,EMP-456,487.9
TRX-54966,2016-08-26,CUST-4389,Carnes,Leite Integral,35.48,4,Pix,Fortaleza,PE,Supermercado,EMP-407,141.92
TRX-25084,2012-01-28,CUST-6620,Grãos,Coca-Cola,68.04,6,Cartão de Débito,Manaus,MG,Minimercado,EMP-438,408.24
TRX-65885,2020-08-08,CUST-7636,Grãos,Batata Chips,19.45,14,Pix,São Paulo,DF,Minimercado,EMP-560,272.3
TRX-66302,2021-07-01,CUST-4519,Snacks,Queijo Mussarela,75.48,3,Boleto,Rio de Janeiro,AM,Minimercado,EMP-474,226.44
TRX-35830,2017-08-04,CUST-5298,Grãos,Chocolate,49.46,11,Boleto,Salvador,DF,Loja de Conveniência,EMP-701,544.0600000000001
TRX-55603,2013-06-28,CUST-8501,Carnes,Batata Chips,81.56,10,Boleto,Brasília,RJ,Minimercado,EMP-420,815.6
TRX-41270,2013-05-04,CUST-3999,Frios,Arroz Branco,14.99,13,Pix,Brasília,MG,Loja de Conveniência,EMP-533,194.87
TRX-73788,2014-11-18,CUST-3838,Carnes,Batata Chips,49.47,5,Cartão de Débito,Recife,CE,Supermercado,EMP-986,247.35
TRX-11256,2017-08-05,CUST-4196,Doces,Leite Integral,96.42,17,Pix,Salvador,CE,Loja de Conveniência,EMP-827,1639.14
TRX-74054,2019-03-03,CUST-1505,Doces,Chocolate,22.83,2,Dinheiro,Curitiba,AM,Hipermercado,EMP-272,45.66
TRX-69942,2024-10-24,CUST-9115,Carnes,Filé de Frango,12.21,4,Dinheiro,Manaus,PE,Supermercado,EMP-878,48.84
TRX-67850,2023-09-07,CUST-7965,Bebidas,Arroz Branco,83.18,8,Dinheiro,São Paulo,CE,Hipermercado,EMP-456,665.44
TRX-67549,2013-02-25,CUST-4882,Snacks,Chocolate,74.02,12,Boleto,Salvador,MG,Minimercado,EMP-903,888.24
TRX-37124,2015-01-19,CUST-6747,Carnes,Queijo Mussarela,60.09,6,Dinheiro,Porto Alegre,RS,Hipermercado,EMP-978,360.54
TRX-99037,2020-02-05,CUST-7743,Bebidas,Queijo Mussarela,86.84,5,Cartão de Débito,Curitiba,MG,Hipermercado,EMP-948,434.20000000000005
TRX-98635,2015-07-16,CUST-3329,Carnes,Arroz Branco,27.6,14,Pix,Fortaleza,RJ,Supermercado,EMP-512,386.40000000000003
TRX-46467,2020-12-12,CUST-8449,Laticínios,Queijo Mussarela,58.61,3,Pix,Recife,RJ,Loja de Conveniência,EMP-323,175.82999999999998
TRX-37767,2018-08-09,CUST-6289,Doces,Queijo Mussarela,34.44,19,Cartão de Débito,Brasília,CE,Hipermercado,EMP-798,654.3599999999999
TRX-16345,2024-01-04,CUST-8529,Bebidas,Coca-Cola,93.01,6,Pix,Fortaleza,SP,Loja de Conveniência,EMP-307,558.0600000000001
TRX-27290,2023-11-10,CUST-3604,Doces,Queijo Mussarela,10.24,12,Dinheiro,Rio de Janeiro,PE,Minimercado,EMP-153,122.88
TRX-91999,2018-05-24,CUST-4836,Laticínios,Arroz Branco,10.03,4,Cartão de Crédito,Curitiba,CE,Supermercado,EMP-235,40.12
TRX-39647,2021-09-22,CUST-8291,Bebidas,Coca-Cola,69.86,4,Pix,Belo Horizonte,CE,Supermercado,EMP-334,279.44
TRX-21708,2018-12-26,CUST-2678,Bebidas,Queijo Mussarela,37.39,10,Cartão de Débito,Salvador,MG,Minimercado,EMP-170,373.9
TRX-83831,2020-01-20,CUST-3688,Laticínios,Queijo Mussarela,72.52,5,Pix,Brasília,CE,Minimercado,EMP-188,362.59999999999997
TRX-28351,2013-02-19,CUST-7291,Frios,Leite Integral,32.14,5,Cartão de Débito,Porto Alegre,RJ,Minimercado,EMP-666,160.7
TRX-88644,2021-12-20,CUST-5668,Doces,Arroz Branco,3.66,10,Cartão de Débito,Manaus,DF,Minimercado,EMP-865,36.6
TRX-48737,2018-11-02,CUST-4921,Laticínios,Leite Integral,12.16,16,Boleto,Rio de Janeiro,AM,Supermercado,EMP-469,194.56
TRX-27299,2017-07-28,CUST-7895,Frios,Filé de Frango,68.61,16,Cartão de Crédito,São Paulo,DF,Supermercado,EMP-114,1097.76
TRX-38277,2016-01-02,CUST-7520,Carnes,Queijo Mussarela,63.23,17,Pix,Salvador,BA,Supermercado,EMP-755,1074.9099999999999
TRX-80471,2020-10-05,CUST-5546,Bebidas,Queijo Mussarela,8.82,7,Cartão de Débito,Manaus,PE,Loja de Conveniência,EMP-700,61.74
TRX-95175,2022-11-21,CUST-2083,Frios,Arroz Branco,44.31,8,Cartão de Crédito,Curitiba,RJ,Loja de Conveniência,EMP-218,354.48
TRX-90254,2019-10-02,CUST-6067,Grãos,Arroz Branco,66.15,6,Cartão de Crédito,São Paulo,MG,Supermercado,EMP-267,396.90000000000003
TRX-55443,2019-09-17,CUST-5247,Snacks,Queijo Mussarela,13.57,9,Cartão de Crédito,São Paulo,PE,Loja de Conveniência,EMP-378,122.13
TRX-18371,2020-05-23,CUST-2262,Laticínios,Leite Integral,51.57,2,Pix,Brasília,MG,Hipermercado,EMP-261,103.14
TRX-23487,2016-10-22,CUST-2889,Snacks,Arroz Branco,51.37,2,Cartão de Crédito,Curitiba,SP,Loja de Conveniência,EMP-472,102.74
TRX-29671,2018-03-28,CUST-1579,Carnes,Chocolate,91.48,14,Cartão de Débito,Recife,PR,Loja de Conveniência,EMP-837,1280.72
TRX-45554,2017-02-19,CUST-7108,Bebidas,Filé de Frango,67.66,2,Cartão de Débito,Curitiba,AM,Supermercado,EMP-510,135.32
TRX-70960,2013-05-25,CUST-6090,Frios,Coca-Cola,55.76,1,Dinheiro,Curitiba,RS,Hipermercado,EMP-857,55.76
TRX-41795,2021-08-12,CUST-9083,Doces,Chocolate,20.35,18,Cartão de Débito,Belo Horizonte,SP,Loja de Conveniência,EMP-124,366.3
TRX-80981,2015-06-21,CUST-1157,Frios,Coca-Cola,76.13,13,Dinheiro,Rio de Janeiro,PR,Minimercado,EMP-529,989.6899999999999
TRX-17850,2019-03-23,CUST-5584,Bebidas,Coca-Cola,92.21,17,Pix,Recife,CE,Supermercado,EMP-694,1567.57
TRX-76247,2013-03-21,CUST-7461,Bebidas,Filé de Frango,57.21,14,Cartão de Débito,Curitiba,RS,Hipermercado,EMP-971,800.94
TRX-61505,2017-12-27,CUST-6345,Frios,Leite Integral,27.92,3,Cartão de Débito,Belo Horizonte,DF,Supermercado,EMP-259,83.76
TRX-31544,2013-08-15,CUST-6145,Laticínios,Coca-Cola,54.06,7,Pix,Porto Alegre,CE,Hipermercado,EMP-972,378.42
TRX-21851,2013-03-26,CUST-5984,Doces,Arroz Branco,69.99,2,Cartão de Débito,Recife,MG,Supermercado,EMP-828,139.98
TRX-56627,2015-07-17,CUST-1802,Grãos,Queijo Mussarela,26.76,6,Cartão de Crédito,Salvador,CE,Minimercado,EMP-196,160.56
TRX-23357,2019-03-04,CUST-1195,Bebidas,Chocolate,78.32,8,Cartão de Débito,Curitiba,BA,Hipermercado,EMP-802,626.56
TRX-94500,2022-02-19,CUST-5240,Doces,Coca-Cola,3.16,3,Cartão de Débito,Fortaleza,MG,Supermercado,EMP-967,9.48
TRX-53456,2024-02-02,CUST-8552,Bebidas,Batata Chips,92.49,14,Pix,Fortaleza,SP,Loja de Conveniência,EMP-799,1294.86
TRX-32650,2018-06-07,CUST-4066,Frios,Queijo Mussarela,45.16,5,Cartão de Crédito,Brasília,DF,Minimercado,EMP-762,225.79999999999998
TRX-75390,2016-07-18,CUST-8848,Bebidas,Coca-Cola,28.7,5,Pix,Curitiba,AM,Minimercado,EMP-745,143.5
TRX-81258,2024-01-13,CUST-6883,Laticínios,Filé de Frango,78.36,12,Boleto,Manaus,PE,Loja de Conveniência,EMP-376,940.3199999999999
TRX-13416,2014-06-20,CUST-4588,Bebidas,Chocolate,78.08,2,Pix,Manaus,PE,Minimercado,EMP-263,156.16
TRX-42487,2013-11-08,CUST-5366,Carnes,Chocolate,79.33,2,Cartão de Débito,Brasília,BA,Hipermercado,EMP-959,158.66
TRX-33081,2014-04-19,CUST-6210,Doces,Arroz Branco,70.07,19,Cartão de Crédito,Recife,DF,Minimercado,EMP-676,1331.33
TRX-74517,2015-09-10,CUST-3876,Laticínios,Coca-Cola,9.94,8,Boleto,Curitiba,SP,Loja de Conveniência,EMP-100,79.52
TRX-90495,2017-04-26,CUST-3137,Frios,Arroz Branco,18.57,11,Cartão de Crédito,São Paulo,MG,Minimercado,EMP-892,204.27
TRX-78982,2013-06-03,CUST-7120,Grãos,Arroz Branco,40.16,4,Dinheiro,Porto Alegre,PE,Minimercado,EMP-261,160.64
TRX-67261,2023-11-16,CUST-6198,Snacks,Arroz Branco,96.91,20,Dinheiro,Curitiba,DF,Minimercado,EMP-487,1938.1999999999998
TRX-48602,2016-03-06,CUST-1029,Grãos,Filé de Frango,39.77,19,Cartão de Crédito,Belo Horizonte,DF,Hipermercado,EMP-928,755.6300000000001
TRX-38953,2021-11-19,CUST-2705,Laticínios,Batata Chips,33.79,3,Cartão de Débito,Recife,PE,Minimercado,EMP-751,101.37
TRX-97821,2013-11-24,CUST-6500,Laticínios,Coca-Cola,27.26,8,Cartão de Crédito,Recife,RS,Supermercado,EMP-837,218.08
TRX-16310,2012-07-15,CUST-7875,Snacks,Leite Integral,49.82,13,Dinheiro,Manaus,BA,Supermercado,EMP-948,647.66
TRX-85766,2019-11-25,CUST-4695,Snacks,Leite Integral,8.3,2,Dinheiro,São Paulo,PE,Hipermercado,EMP-207,16.6
TRX-54801,2013-03-13,CUST-3636,Grãos,Coca-Cola,55.16,3,Dinheiro,Brasília,DF,Loja de Conveniência,EMP-821,165.48
TRX-66534,2012-11-06,CUST-8113,Snacks,Coca-Cola,11.02,7,Cartão de Débito,Salvador,AM,Hipermercado,EMP-776,77.14
TRX-48980,2016-04-04,CUST-1813,Laticínios,Filé de Frango,55.42,16,Cartão de Débito,São Paulo,PE,Supermercado,EMP-537,886.72
TRX-48607,2013-11-21,CUST-8869,Snacks,Coca-Cola,3.55,6,Dinheiro,Rio de Janeiro,CE,Supermercado,EMP-415,21.299999999999997
TRX-62096,2024-08-16,CUST-5341,Bebidas,Arroz Branco,54.87,6,Dinheiro,Salvador,PE,Minimercado,EMP-556,329.21999999999997
TRX-44510,2012-08-15,CUST-5315,Snacks,Chocolate,27.59,2,Cartão de Débito,Rio de Janeiro,RJ,Hipermercado,EMP-927,55.18
TRX-64262,2020-10-08,CUST-1999,Doces,Leite Integral,82.02,14,Boleto,Fortaleza,DF,Minimercado,EMP-587,1148.28
TRX-20348,2016-07-28,CUST-1568,Carnes,Filé de Frango,90.15,19,Boleto,Belo Horizonte,RJ,Loja de Conveniência,EMP-277,1712.8500000000001
TRX-37772,2014-04-05,CUST-1699,Laticínios,Coca-Cola,98.84,14,Cartão de Débito,Belo Horizonte,DF,Hipermercado,EMP-427,1383.76
TRX-18783,2023-02-13,CUST-7510,Carnes,Queijo Mussarela,85.81,17,Pix,São Paulo,DF,Loja de Conveniência,EMP-215,1458.77
TRX-29613,2018-03-19,CUST-2641,Bebidas,Filé de Frango,78.17,10,Boleto,Recife,BA,Hipermercado,EMP-492,781.7
TRX-73646,2022-10-20,CUST-8750,Bebidas,Batata Chips,28.27,5,Boleto,Brasília,BA,Supermercado,EMP-505,141.35
TRX-41139,2017-01-24,CUST-8785,Frios,Queijo Mussarela,3.0,10,Dinheiro,Porto Alegre,CE,Supermercado,EMP-989,30.0
TRX-27614,2015-05-24,CUST-8259,Doces,Chocolate,32.77,14,Boleto,Rio de Janeiro,PR,Loja de Conveniência,EMP-316,458.78000000000003
TRX-73499,2018-09-28,CUST-7126,Doces,Coca-Cola,52.01,6,Cartão de Crédito,Porto Alegre,AM,Loja de Conveniência,EMP-238,312.06
TRX-78719,2024-10-01,CUST-3846,Snacks,Chocolate,20.87,2,Cartão de Débito,São Paulo,CE,Supermercado,EMP-469,41.74
TRX-36097,2023-05-12,CUST-8605,Carnes,Leite Integral,63.91,4,Cartão de Crédito,Curitiba,PE,Loja de Conveniência,EMP-708,255.64
TRX-33276,2019-08-19,CUST-6730,Frios,Batata Chips,83.93,9,Cartão de Crédito,Porto Alegre,SP,Loja de Conveniência,EMP-150,755.3700000000001
TRX-85007,2014-04-28,CUST-4626,Grãos,Batata Chips,68.09,9,Pix,Manaus,SP,Supermercado,EMP-585,612.8100000000001
TRX-94852,2014-03-20,CUST-1138,Snacks,Queijo Mussarela,61.23,10,Dinheiro,Salvador,BA,Hipermercado,EMP-570,612.3
TRX-38601,2016-08-10,CUST-9530,Doces,Filé de Frango,40.32,4,Cartão de Crédito,Manaus,PE,Hipermercado,EMP-405,161.28
TRX-24169,2022-08-03,CUST-6509,Frios,Arroz Branco,33.19,9,Dinheiro,Porto Alegre,PR,Minimercado,EMP-629,298.71
TRX-41496,2024-01-26,CUST-7620,Grãos,Queijo Mussarela,68.39,1,Pix,Porto Alegre,RS,Loja de Conveniência,EMP-514,68.39
TRX-14629,2018-10-23,CUST-4111,Frios,Arroz Branco,71.62,18,Pix,Recife,AM,Hipermercado,EMP-965,1289.16
TRX-96194,2014-09-06,CUST-5813,Bebidas,Leite Integral,13.67,9,Boleto,Belo Horizonte,PE,Supermercado,EMP-327,123.03
TRX-39272,2017-12-28,CUST-6031,Laticínios,Chocolate,88.8,12,Dinheiro,Brasília,RS,Loja de Conveniência,EMP-971,1065.6
TRX-71674,2013-01-28,CUST-2166,Laticínios,Batata Chips,50.55,13,Boleto,Porto Alegre,BA,Supermercado,EMP-991,657.15
TRX-28004,2014-04-11,CUST-7704,Carnes,Leite Integral,15.18,6,Cartão de Crédito,Fortaleza,PE,Minimercado,EMP-420,91.08
TRX-17603,2022-01-15,CUST-5481,Snacks,Chocolate,77.58,19,Cartão de Débito,Fortaleza,RJ,Minimercado,EMP-729,1474.02
TRX-93032,2018-07-13,CUST-8029,Laticínios,Leite Integral,1.46,18,Cartão de Débito,Recife,SP,Hipermercado,EMP-875,26.28
TRX-34979,2020-01-22,CUST-1067,Grãos,Arroz Branco,25.63,12,Dinheiro,Belo Horizonte,RJ,Loja de Conveniência,EMP-615,307.56
TRX-50123,2021-03-03,CUST-1749,Frios,Queijo Mussarela,46.14,17,Boleto,Manaus,PE,Loja de Conveniência,EMP-803,784.38
TRX-54922,2014-08-12,CUST-4087,Snacks,Chocolate,40.94,8,Cartão de Débito,Belo Horizonte,PR,Supermercado,EMP-703,327.52
TRX-32149,2020-02-12,CUST-1612,Laticínios,Arroz Branco,26.32,18,Boleto,São Paulo,DF,Supermercado,EMP-777,473.76
TRX-95664,2013-01-02,CUST-2897,Laticínios,Leite Integral,38.65,18,Dinheiro,Fortaleza,MG,Minimercado,EMP-811,695.6999999999999
TRX-92616,2022-01-10,CUST-7895,Grãos,Coca-Cola,66.59,9,Boleto,Brasília,MG,Loja de Conveniência,EMP-950,599.3100000000001
TRX-77054,2013-12-20,CUST-2928,Frios,Coca-Cola,78.69,16,Cartão de Débito,Brasília,PR,Hipermercado,EMP-951,1259.04
TRX-36433,2020-06-23,CUST-7713,Frios,Batata Chips,4.9,16,Cartão de Débito,Fortaleza,PE,Minimercado,EMP-102,78.4
TRX-98032,2012-02-04,CUST-9095,Snacks,Coca-Cola,78.17,3,Cartão de Crédito,Porto Alegre,PR,Loja de Conveniência,EMP-403,234.51
TRX-70853,2016-01-04,CUST-3862,Doces,Coca-Cola,85.37,12,Dinheiro,Salvador,RJ,Supermercado,EMP-971,1024.44
TRX-16014,2024-01-28,CUST-3267,Grãos,Arroz Branco,17.88,12,Pix,Brasília,RS,Supermercado,EMP-481,214.56
TRX-33969,2017-02-13,CUST-7557,Laticínios,Queijo Mussarela,83.74,16,Pix,Belo Horizonte,RJ,Minimercado,EMP-812,1339.84
TRX-17686,2023-03-04,CUST-7816,Carnes,Leite Integral,80.42,15,Cartão de Débito,Brasília,BA,Hipermercado,EMP-726,1206.3
TRX-99714,2012-12-05,CUST-8914,Laticínios,Coca-Cola,88.87,15,Cartão de Crédito,Rio de Janeiro,RS,Hipermercado,EMP-112,1333.0500000000002
TRX-98857,2023-09-25,CUST-4669,Grãos,Chocolate,34.49,17,Boleto,Rio de Janeiro,BA,Minimercado,EMP-593,586.33
TRX-96993,2017-11-21,CUST-7305,Snacks,Chocolate,82.82,20,Cartão de Crédito,São Paulo,MG,Loja de Conveniência,EMP-972,1656.3999999999999
TRX-31679,2019-02-25,CUST-9055,Frios,Batata Chips,33.76,9,Cartão de Crédito,Manaus,PR,Loja de Conveniência,EMP-512,303.84
TRX-20332,2015-08-15,CUST-8341,Bebidas,Chocolate,50.35,11,Cartão de Crédito,Fortaleza,SP,Supermercado,EMP-513,553.85
TRX-14696,2018-09-18,CUST-1002,Doces,Coca-Cola,79.39,20,Dinheiro,Manaus,AM,Minimercado,EMP-770,1587.8
TRX-69796,2022-06-12,CUST-1889,Doces,Batata Chips,84.59,11,Boleto,Brasília,DF,Loja de Conveniência,EMP-833,930.49
TRX-57617,2022-12-15,CUST-2868,Bebidas,Chocolate,66.23,1,Dinheiro,Recife,RS,Hipermercado,EMP-818,66.23
TRX-16000,2013-03-16,CUST-3301,Doces,Arroz Branco,74.51,14,Cartão de Crédito,Porto Alegre,DF,Minimercado,EMP-292,1043.14
TRX-61497,2013-04-15,CUST-4122,Grãos,Queijo Mussarela,11.67,14,Cartão de Crédito,Brasília,RJ,Loja de Conveniência,EMP-568,163.38
TRX-87242,2022-09-05,CUST-9172,Bebidas,Filé de Frango,73.89,18,Pix,Brasília,CE,Minimercado,EMP-808,1330.02
TRX-32760,2021-12-27,CUST-3103,Bebidas,Leite Integral,66.09,20,Dinheiro,Manaus,BA,Loja de Conveniência,EMP-723,1321.8000000000002
TRX-42537,2023-05-13,CUST-6617,Frios,Leite Integral,80.67,5,Pix,Brasília,AM,Hipermercado,EMP-963,403.35
TRX-81802,2023-06-23,CUST-4560,Snacks,Batata Chips,62.79,10,Dinheiro,Belo Horizonte,MG,Hipermercado,EMP-827,627.9
TRX-56168,2013-09-16,CUST-7839,Grãos,Arroz Branco,89.49,18,Dinheiro,Salvador,SP,Supermercado,EMP-125,1610.82
TRX-29048,2018-01-22,CUST-1927,Snacks,Queijo Mussarela,75.27,6,Dinheiro,Porto Alegre,MG,Supermercado,EMP-807,451.62
TRX-48684,2024-04-25,CUST-9866,Bebidas,Queijo Mussarela,81.59,4,Boleto,Manaus,PR,Loja de Conveniência,EMP-343,326.36
TRX-47701,2020-12-22,CUST-1769,Laticínios,Leite Integral,42.24,11,Boleto,São Paulo,SP,Hipermercado,EMP-307,464.64000000000004
TRX-68073,2021-04-21,CUST-7025,Doces,Filé de Frango,55.11,20,Cartão de Débito,Curitiba,RS,Loja de Conveniência,EMP-281,1102.2
TRX-19760,2022-03-06,CUST-9418,Bebidas,Leite Integral,5.02,9,Boleto,Porto Alegre,MG,Minimercado,EMP-698,45.17999999999999
TRX-10739,2016-06-15,CUST-3536,Bebidas,Batata Chips,92.93,20,Cartão de Crédito,Brasília,RS,Loja de Conveniência,EMP-908,1858.6000000000001
TRX-82110,2021-06-03,CUST-6207,Carnes,Batata Chips,95.74,17,Cartão de Crédito,Manaus,MG,Loja de Conveniência,EMP-656,1627.58
TRX-62876,2020-02-12,CUST-4624,Snacks,Arroz Branco,33.86,12,Dinheiro,Curitiba,DF,Loja de Conveniência,EMP-674,406.32
TRX-95105,2024-01-04,CUST-6668,Laticínios,Batata Chips,90.55,20,Boleto,Curitiba,SP,Hipermercado,EMP-490,1811.0
TRX-24860,2024-07-09,CUST-9851,Grãos,Queijo Mussarela,3.45,17,Dinheiro,Manaus,AM,Loja de Conveniência,EMP-598,58.650000000000006
TRX-48854,2012-11-07,CUST-6248,Carnes,Coca-Cola,94.87,6,Boleto,Manaus,SP,Supermercado,EMP-315,569.22
TRX-92511,2022-04-28,CUST-7950,Doces,Coca-Cola,21.35,14,Cartão de Crédito,Belo Horizonte,SP,Loja de Conveniência,EMP-834,298.90000000000003
TRX-14965,2017-02-03,CUST-1889,Snacks,Chocolate,25.94,3,Boleto,Curitiba,RS,Loja de Conveniência,EMP-497,77.82000000000001
TRX-92603,2019-07-14,CUST-6183,Bebidas,Leite Integral,67.66,18,Cartão de Crédito,Brasília,RJ,Supermercado,EMP-817,1217.8799999999999
TRX-56884,2013-09-04,CUST-5748,Doces,Arroz Branco,30.83,3,Dinheiro,Fortaleza,BA,Loja de Conveniência,EMP-941,92.49
TRX-14039,2022-08-06,CUST-9740,Snacks,Batata Chips,74.93,18,Dinheiro,Belo Horizonte,RS,Hipermercado,EMP-111,1348.7400000000002
TRX-82754,2020-03-04,CUST-1684,Bebidas,Filé de Frango,60.07,18,Boleto,Rio de Janeiro,RS,Minimercado,EMP-866,1081.26
TRX-55069,2023-04-14,CUST-9397,Snacks,Batata Chips,19.22,20,Dinheiro,Curitiba,RJ,Minimercado,EMP-787,384.4
TRX-84356,2024-01-28,CUST-9992,Laticínios,Arroz Branco,55.42,10,Cartão de Crédito,Porto Alegre,RJ,Minimercado,EMP-843,554.2
TRX-73857,2021-06-12,CUST-3100,Grãos,Arroz Branco,24.22,10,Boleto,Rio de Janeiro,PR,Hipermercado,EMP-597,242.2
TRX-53036,2019-10-22,CUST-6008,Grãos,Filé de Frango,16.09,19,Dinheiro,Recife,BA,Minimercado,EMP-104,305.71
TRX-42266,2017-04-23,CUST-8145,Frios,Chocolate,36.59,11,Pix,Fortaleza,CE,Hipermercado,EMP-893,402.49
TRX-73828,2016-09-04,CUST-3879,Grãos,Filé de Frango,9.12,9,Cartão de Débito,Manaus,PR,Hipermercado,EMP-851,82.08
TRX-20022,2022-12-03,CUST-1305,Doces,Filé de Frango,63.53,19,Boleto,Salvador,DF,Minimercado,EMP-137,1207.07
